Grid_ID,row,col,lat,lon,Distance_to_Camp_km,Treatment_Status,Land_Frac,Forest_Frac,Tree_Cover_2000_mean,N_forest_px,Cumulative_Pre_Loss_2001_2016,Loss_any_frac_of_forest,Donor_Eligible,Reject_Reason,PreTrend_RMSE,loss_2001,loss_2002,loss_2003,loss_2004,loss_2005,loss_2006,loss_2007,loss_2008,loss_2009,loss_2010,loss_2011,loss_2012,loss_2013,loss_2014,loss_2015,loss_2016
G000_000,0,0,22.1955,91.9045,113.2,donor_candidate,1.0,0.149,7.5,193,0.0,0.0,1,,0.01262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G000_001,0,1,22.1955,91.9135,112.99,donor_candidate,1.0,0.073,4.0,95,0.0,0.0,0,forest_absent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G000_002,0,2,22.1955,91.9225,112.78,donor_candidate,1.0,0.079,4.1,102,0.0,0.0,0,forest_absent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G000_003,0,3,22.1955,91.9315,112.58,donor_candidate,1.0,0.168,9.2,218,0.0,0.0,1,,0.01262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G000_004,0,4,22.1955,91.9405,112.39,donor_candidate,0.998,0.045,2.4,58,0.0,0.0,0,forest_absent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G000_005,0,5,22.1955,91.9495,112.21,donor_candidate,0.963,0.114,6.1,148,0.0,0.0,1,,0.01262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G000_006,0,6,22.1955,91.9585,112.03,donor_candidate,0.988,0.191,10.3,248,0.0081,0.0081,1,,0.01243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00806,0.0,0.0,0.0,0.0
G000_007,0,7,22.1955,91.9675,111.86,donor_candidate,0.994,0.27,14.9,350,0.0,0.0,1,,0.01262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G000_008,0,8,22.1955,91.9765,111.7,donor_candidate,1.0,0.235,12.7,304,0.0,0.0,1,,0.01262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G000_009,0,9,22.1955,91.9855,111.54,donor_candidate,1.0,0.255,14.0,330,0.0,0.0,1,,0.01262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G000_010,0,10,22.1955,91.9945,111.4,donor_candidate,1.0,0.004,0.4,5,0.0,0.0,0,forest_absent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G000_011,0,11,22.1955,92.0035,111.26,donor_candidate,1.0,0.049,2.6,63,0.0,0.0,0,forest_absent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G000_012,0,12,22.1955,92.0125,111.12,donor_candidate,1.0,0.15,8.6,195,0.0051,0.0051,1,,0.01246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00513,0.0,0.0,0.0,0.0
G000_013,0,13,22.1955,92.0215,111.0,donor_candidate,1.0,0.117,6.3,152,0.0,0.0,1,,0.01262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G000_014,0,14,22.1955,92.0305,110.88,donor_candidate,1.0,0.255,13.8,331,0.0,0.0,1,,0.01262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G000_015,0,15,22.1955,92.0395,110.78,donor_candidate,0.978,0.171,10.0,221,0.0,0.0,1,,0.01262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G000_016,0,16,22.1955,92.0485,110.67,donor_candidate,0.982,0.21,12.6,272,0.0,0.0,1,,0.01262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G000_017,0,17,22.1955,92.0575,110.58,donor_candidate,1.0,0.139,7.9,180,0.0,0.0,1,,0.01262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G000_018,0,18,22.1955,92.0665,110.5,donor_candidate,1.0,0.08,4.3,104,0.0769,0.6538,0,forest_absent,,0.02885,0.02885,0.00962,0.0,0.0,0.00962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G000_019,0,19,22.1955,92.0755,110.42,donor_candidate,1.0,0.296,15.2,383,0.0418,0.094,1,,0.01081,0.00783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01305,0.0,0.00261,0.01828,0.0,0.0,0.0,0.0
G000_020,0,20,22.1955,92.0845,110.35,donor_candidate,1.0,0.593,32.1,768,0.0339,0.0352,1,,0.01116,0.00781,0.0,0.0,0.0,0.00391,0.0013,0.0,0.0,0.0,0.0026,0.01562,0.0026,0.0,0.0,0.0,0.0
G000_021,0,21,22.1955,92.0935,110.29,donor_candidate,1.0,0.599,33.6,776,0.0438,0.0451,1,,0.01202,0.02448,0.00129,0.00387,0.0,0.0,0.00515,0.0,0.0,0.00129,0.00515,0.0,0.0,0.0,0.0,0.0,0.00258
G000_022,0,22,22.1955,92.1025,110.23,donor_candidate,1.0,0.672,41.3,871,0.0551,0.0563,1,,0.01199,0.02067,0.00459,0.0023,0.0,0.01607,0.00689,0.00344,0.0,0.0,0.00115,0.0,0.0,0.0,0.0,0.0,0.0
G000_023,0,23,22.1955,92.1115,110.19,donor_candidate,1.0,0.955,70.0,1238,0.0339,0.0339,1,,0.01238,0.02181,0.0,0.0,0.0,0.0,0.00808,0.00081,0.0,0.0,0.0,0.0,0.00323,0.0,0.0,0.0,0.0
G000_024,0,24,22.1955,92.1205,110.15,donor_candidate,1.0,0.924,66.5,1197,0.0067,0.0067,1,,0.0123,0.0,0.0,0.0,0.0,0.0,0.00251,0.0,0.00084,0.0,0.0,0.0,0.00334,0.0,0.0,0.0,0.0
G000_025,0,25,22.1955,92.1295,110.12,donor_candidate,0.931,0.397,25.7,514,0.0078,0.035,1,,0.01248,0.0,0.0,0.0,0.0,0.0,0.0,0.00195,0.0,0.0,0.0,0.0,0.00195,0.0,0.00389,0.0,0.0
G000_026,0,26,22.1955,92.1385,110.09,donor_candidate,0.999,0.475,25.4,616,0.0081,0.4464,1,,0.01219,0.0,0.00162,0.00162,0.0,0.00325,0.0,0.0,0.0,0.00162,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G000_027,0,27,22.1955,92.1475,110.08,donor_candidate,0.927,0.423,27.7,548,0.0602,0.3686,1,,0.01099,0.01277,0.0,0.00182,0.00547,0.01277,0.00182,0.00547,0.0,0.0,0.00182,0.00547,0.01095,0.0,0.0,0.0,0.00182
G000_028,0,28,22.1955,92.1565,110.07,donor_candidate,0.944,0.367,24.0,476,0.0462,0.0483,1,,0.01153,0.02311,0.0,0.0,0.0,0.0021,0.0063,0.0063,0.0,0.0084,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G000_029,0,29,22.1955,92.1655,110.07,donor_candidate,0.998,0.734,51.3,951,0.0368,0.0473,1,,0.01111,0.00105,0.00421,0.0,0.0,0.0021,0.00105,0.00105,0.00421,0.00105,0.00421,0.0,0.0,0.0,0.00946,0.0,0.00841
G000_030,0,30,22.1955,92.1745,110.08,donor_candidate,1.0,0.966,73.3,1252,0.024,0.1246,1,,0.01184,0.0008,0.00479,0.0,0.0,0.0008,0.00799,0.0,0.0,0.0,0.00399,0.0,0.0,0.0008,0.0016,0.00319,0.0
G000_031,0,31,22.1955,92.1835,110.1,donor_candidate,1.0,0.955,71.9,1238,0.0574,0.1058,1,,0.01144,0.00242,0.00242,0.00323,0.00242,0.00404,0.00081,0.00081,0.0,0.0,0.00323,0.00242,0.0,0.00242,0.00323,0.01212,0.01777
G000_032,0,32,22.1955,92.1925,110.12,donor_candidate,1.0,0.962,74.2,1247,0.065,0.1917,1,,0.01176,0.00481,0.0,0.0,0.0,0.00642,0.01283,0.0,0.0,0.0,0.0,0.0,0.00321,0.0016,0.00802,0.00642,0.02165
G000_033,0,33,22.1955,92.2015,110.16,donor_candidate,1.0,0.897,65.8,1162,0.0749,0.1308,1,,0.00996,0.01721,0.00086,0.0,0.00086,0.00258,0.00086,0.0,0.0,0.01463,0.0043,0.00516,0.0,0.00258,0.0043,0.01721,0.0043
G000_034,0,34,22.1955,92.2105,110.2,donor_candidate,0.945,0.478,32.5,619,0.0468,0.0759,1,,0.01052,0.01131,0.00162,0.0,0.00162,0.00646,0.0,0.0,0.0,0.00646,0.00646,0.0,0.00485,0.0,0.0,0.00808,0.0
G000_035,0,35,22.1955,92.2195,110.24,donor_candidate,0.964,0.188,12.0,244,0.0164,0.0164,1,,0.01213,0.0,0.0,0.0,0.0041,0.0,0.0082,0.0,0.0,0.0,0.0,0.0,0.0041,0.0,0.0,0.0,0.0
G000_036,0,36,22.1955,92.2285,110.3,donor_candidate,0.92,0.465,29.6,602,0.0199,0.0233,1,,0.01207,0.0,0.0,0.0,0.00166,0.00332,0.01163,0.0,0.0,0.0,0.0,0.0,0.00332,0.0,0.0,0.0,0.0
G000_037,0,37,22.1955,92.2375,110.36,donor_candidate,1.0,0.665,43.8,862,0.0603,0.094,1,,0.01047,0.00232,0.00348,0.00696,0.0,0.01508,0.00116,0.00348,0.0,0.01044,0.00232,0.0,0.01392,0.0,0.0,0.0,0.00116
G000_038,0,38,22.1955,92.2465,110.44,donor_candidate,1.0,0.731,49.7,947,0.0412,0.0697,1,,0.01124,0.00634,0.00422,0.0,0.00317,0.0,0.01478,0.0,0.0,0.00211,0.00317,0.0,0.00106,0.0,0.0,0.0,0.00634
G000_039,0,39,22.1955,92.2555,110.51,donor_candidate,1.0,0.948,69.9,1229,0.083,0.1652,1,,0.01236,0.01302,0.0,0.0,0.00407,0.0,0.0057,0.0,0.01627,0.0,0.0,0.0,0.0,0.00244,0.00244,0.0,0.03906
G000_040,0,40,22.1955,92.2645,110.6,donor_candidate,1.0,0.869,67.3,1126,0.0551,0.0879,1,,0.01001,0.01865,0.0,0.0,0.0,0.0,0.00089,0.00089,0.00799,0.00444,0.00622,0.00089,0.0,0.00533,0.00178,0.0,0.00799
G000_041,0,41,22.1955,92.2735,110.7,donor_candidate,1.0,0.992,79.6,1285,0.1004,0.1222,1,,0.015,0.05058,0.00311,0.00078,0.0,0.0,0.01167,0.00311,0.00233,0.00233,0.0,0.0,0.01401,0.00856,0.00233,0.0,0.00156
G000_042,0,42,22.1955,92.2825,110.8,donor_candidate,1.0,0.963,71.1,1248,0.0649,0.1514,1,,0.01207,0.00721,0.0,0.0,0.0008,0.0,0.00481,0.0,0.0,0.0,0.0016,0.0008,0.00321,0.00481,0.01923,0.01282,0.00962
G000_043,0,43,22.1955,92.2915,110.91,donor_candidate,1.0,0.919,67.6,1191,0.1142,0.1822,1,,0.00866,0.01008,0.00252,0.00084,0.00084,0.00084,0.01175,0.0,0.02099,0.00504,0.00756,0.00924,0.00252,0.00504,0.0042,0.02435,0.0084
G001_000,1,0,22.1865,91.9045,112.23,donor_candidate,1.0,0.072,3.7,93,0.0,0.0,0,forest_absent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G001_001,1,1,22.1865,91.9135,112.02,donor_candidate,0.855,0.083,5.2,107,0.0187,0.0187,0,forest_absent,,0.0,0.0,0.0,0.0,0.0,0.01869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G001_002,1,2,22.1865,91.9225,111.81,donor_candidate,0.786,0.124,8.4,161,0.0,0.0,1,,0.01262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G001_003,1,3,22.1865,91.9315,111.61,donor_candidate,1.0,0.108,5.9,140,0.0,0.0,1,,0.01262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G001_004,1,4,22.1865,91.9405,111.42,donor_candidate,0.98,0.058,3.7,75,0.0,0.0,0,forest_absent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G001_005,1,5,22.1865,91.9495,111.23,donor_candidate,0.959,0.212,12.0,275,0.0,0.0,1,,0.01262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G001_006,1,6,22.1865,91.9585,111.05,donor_candidate,1.0,0.039,2.1,51,0.0,0.0,0,forest_absent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G001_007,1,7,22.1865,91.9675,110.88,donor_candidate,1.0,0.327,18.1,424,0.0024,0.0024,1,,0.01232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00236,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G001_008,1,8,22.1865,91.9765,110.72,donor_candidate,0.998,0.39,22.2,505,0.002,0.002,1,,0.01254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00198,0.0,0.0,0.0,0.0
G001_009,1,9,22.1865,91.9855,110.56,donor_candidate,1.0,0.289,16.2,374,0.0,0.0,1,,0.01262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G001_010,1,10,22.1865,91.9945,110.41,donor_candidate,1.0,0.072,3.7,93,0.0,0.0,0,forest_absent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G001_011,1,11,22.1865,92.0035,110.27,donor_candidate,1.0,0.167,8.7,217,0.0,0.0,1,,0.01262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G001_012,1,12,22.1865,92.0125,110.14,donor_candidate,0.999,0.164,8.9,213,0.0,0.0,1,,0.01262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G001_013,1,13,22.1865,92.0215,110.01,donor_candidate,1.0,0.163,9.5,211,0.0,0.0,1,,0.01262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G001_014,1,14,22.1865,92.0305,109.9,donor_candidate,1.0,0.168,9.3,218,0.0,0.0,1,,0.01262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G001_015,1,15,22.1865,92.0395,109.79,donor_candidate,1.0,0.092,5.6,119,0.0,0.0,0,forest_absent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G001_016,1,16,22.1865,92.0485,109.69,donor_candidate,0.998,0.133,7.9,172,0.0,0.0,1,,0.01262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G001_017,1,17,22.1865,92.0575,109.59,donor_candidate,1.0,0.164,9.2,213,0.0,0.0,1,,0.01262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G001_018,1,18,22.1865,92.0665,109.51,donor_candidate,1.0,0.018,1.2,23,0.0,0.0,0,forest_absent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G001_019,1,19,22.1865,92.0755,109.43,donor_candidate,1.0,0.055,2.9,71,0.0,0.1127,0,forest_absent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G001_020,1,20,22.1865,92.0845,109.36,donor_candidate,1.0,0.37,19.6,480,0.0104,0.0146,1,,0.0121,0.0,0.0,0.0,0.0,0.0,0.0,0.00208,0.0,0.0,0.0,0.00833,0.0,0.0,0.0,0.0,0.0
G001_021,1,21,22.1865,92.0935,109.29,donor_candidate,1.0,0.637,39.4,825,0.023,0.0242,1,,0.01264,0.00364,0.00121,0.01576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00242,0.0,0.0,0.0,0.0
G001_022,1,22,22.1865,92.1025,109.24,donor_candidate,1.0,0.823,54.1,1067,0.0075,0.015,1,,0.01233,0.00375,0.0,0.0,0.0,0.0,0.00375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G001_023,1,23,22.1865,92.1115,109.19,donor_candidate,1.0,0.88,60.3,1140,0.0193,0.0193,1,,0.01173,0.00263,0.00263,0.0,0.00088,0.00088,0.00614,0.00175,0.00175,0.0,0.0,0.00263,0.0,0.0,0.0,0.0,0.0
G001_024,1,24,22.1865,92.1205,109.15,donor_candidate,1.0,0.915,56.3,1186,0.0101,0.0101,1,,0.01227,0.00506,0.0,0.0,0.0,0.0,0.00337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00169,0.0,0.0
G001_025,1,25,22.1865,92.1295,109.12,donor_candidate,0.964,0.443,26.2,574,0.0035,0.0139,1,,0.01247,0.0,0.0,0.0,0.0,0.0,0.0,0.00174,0.0,0.0,0.00174,0.0,0.0,0.0,0.0,0.0,0.0
G001_026,1,26,22.1865,92.1385,109.1,donor_candidate,0.971,0.439,25.0,569,0.0492,0.1002,1,,0.01579,0.04921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G001_027,1,27,22.1865,92.1475,109.08,donor_candidate,1.0,0.644,40.2,835,0.0826,0.1713,1,,0.01234,0.02994,0.0,0.0,0.0,0.0,0.0012,0.0024,0.0012,0.0,0.0,0.01317,0.01078,0.0,0.0,0.0024,0.02156
G001_028,1,28,22.1865,92.1565,109.08,donor_candidate,1.0,0.823,58.2,1066,0.0976,0.1773,1,,0.00912,0.00375,0.0,0.0,0.0,0.00281,0.0,0.01032,0.00094,0.02814,0.00094,0.02158,0.00188,0.0,0.00281,0.01032,0.01407
G001_029,1,29,22.1865,92.1655,109.08,donor_candidate,1.0,0.525,35.6,681,0.0514,0.0543,1,,0.01221,0.00147,0.00147,0.0,0.00147,0.02937,0.00147,0.0,0.0,0.00147,0.00147,0.00294,0.00881,0.0,0.00147,0.0,0.0
G001_030,1,30,22.1865,92.1745,109.09,donor_candidate,1.0,0.927,67.2,1201,0.0591,0.1607,1,,0.01133,0.00749,0.00416,0.0,0.0,0.00666,0.00666,0.00083,0.0,0.00167,0.00167,0.0,0.0025,0.005,0.01415,0.00749,0.00083
G001_031,1,31,22.1865,92.1835,109.1,donor_candidate,1.0,0.929,67.1,1204,0.0756,0.1412,1,,0.01172,0.0,0.0,0.00498,0.00332,0.0,0.00415,0.00249,0.00083,0.0,0.00664,0.0,0.01495,0.0,0.01412,0.01412,0.00997
G001_032,1,32,22.1865,92.1925,109.13,donor_candidate,0.995,0.844,60.0,1094,0.0457,0.0786,1,,0.01141,0.0,0.0,0.0,0.0064,0.00091,0.0064,0.0,0.0,0.00366,0.00091,0.00183,0.00091,0.0,0.00366,0.0,0.02102
G001_033,1,33,22.1865,92.2015,109.16,donor_candidate,1.0,0.759,51.7,984,0.0152,0.0264,1,,0.01186,0.00102,0.0,0.00305,0.0,0.00407,0.0,0.0,0.0,0.00305,0.0,0.0,0.00102,0.0,0.00305,0.0,0.0
G001_034,1,34,22.1865,92.2105,109.2,donor_candidate,1.0,0.738,49.7,957,0.0355,0.0366,1,,0.01091,0.00209,0.0,0.0,0.0,0.0,0.00627,0.00104,0.0,0.00418,0.01045,0.0,0.00627,0.0,0.00104,0.00418,0.0
G001_035,1,35,22.1865,92.2195,109.25,donor_candidate,1.0,0.589,37.5,763,0.0118,0.0118,1,,0.01209,0.00262,0.0,0.0,0.0,0.0,0.00524,0.0,0.0,0.0,0.00262,0.0,0.0,0.00131,0.0,0.0,0.0
G001_036,1,36,22.1865,92.2285,109.31,donor_candidate,0.934,0.378,23.9,490,0.0143,0.0143,1,,0.01163,0.0,0.00408,0.0,0.0,0.0,0.00204,0.0,0.0,0.00612,0.0,0.0,0.00204,0.0,0.0,0.0,0.0
G001_037,1,37,22.1865,92.2375,109.37,donor_candidate,0.999,0.705,47.7,914,0.0667,0.1204,1,,0.0116,0.01751,0.00109,0.0,0.0,0.0,0.01422,0.00985,0.00109,0.00109,0.00547,0.0,0.00547,0.00109,0.00985,0.0,0.0
G001_038,1,38,22.1865,92.2465,109.44,donor_candidate,1.0,0.921,65.9,1194,0.0285,0.0804,1,,0.01159,0.00419,0.00335,0.0,0.00084,0.0,0.00838,0.0,0.0,0.00335,0.0,0.0,0.0,0.0,0.00168,0.0067,0.0
G001_039,1,39,22.1865,92.2555,109.52,donor_candidate,1.0,0.991,76.8,1284,0.0997,0.2266,1,,0.01815,0.00156,0.0,0.0,0.0,0.0,0.00234,0.0,0.0,0.0,0.00156,0.00779,0.0,0.00234,0.0,0.01869,0.06542
G001_040,1,40,22.1865,92.2645,109.61,donor_candidate,1.0,0.981,72.7,1272,0.1415,0.2272,0,trend_mismatch,0.02223,0.0055,0.0,0.0,0.0,0.00157,0.01022,0.00157,0.0,0.00314,0.0,0.0,0.00157,0.00079,0.00708,0.0794,0.03066
G001_041,1,41,22.1865,92.2735,109.71,donor_candidate,1.0,0.982,74.8,1273,0.1005,0.1815,1,,0.0103,0.01257,0.00079,0.0,0.0,0.0,0.00314,0.00079,0.011,0.00786,0.00471,0.0,0.02592,0.0,0.00157,0.01414,0.01807
G001_042,1,42,22.1865,92.2825,109.81,donor_candidate,1.0,0.983,73.2,1274,0.0989,0.2904,1,,0.00797,0.01099,0.0,0.0,0.00471,0.0,0.00078,0.00078,0.01177,0.00706,0.01413,0.00785,0.00157,0.00942,0.01177,0.00942,0.00863
G001_043,1,43,22.1865,92.2915,109.92,donor_candidate,1.0,0.962,74.7,1247,0.0329,0.1427,1,,0.01175,0.0016,0.0,0.0016,0.0,0.0,0.00802,0.0,0.0,0.0008,0.0,0.0,0.0016,0.00321,0.00722,0.00481,0.00401
G002_000,2,0,22.1775,91.9045,111.27,donor_candidate,1.0,0.176,9.5,228,0.0,0.0,1,,0.01262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G002_001,2,1,22.1775,91.9135,111.05,donor_candidate,0.73,0.105,7.2,136,0.0,0.0,1,,0.01262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G002_002,2,2,22.1775,91.9225,110.84,donor_candidate,0.809,0.0,0.2,0,0.0,0.0,0,forest_absent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G002_003,2,3,22.1775,91.9315,110.64,donor_candidate,1.0,0.0,0.0,0,0.0,0.0,0,forest_absent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G002_004,2,4,22.1775,91.9405,110.44,donor_candidate,0.757,0.0,0.5,0,0.0,0.0,0,forest_absent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G002_005,2,5,22.1775,91.9495,110.25,donor_candidate,0.819,0.0,0.0,0,0.0,0.0,0,forest_absent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G002_006,2,6,22.1775,91.9585,110.07,donor_candidate,1.0,0.023,1.3,30,0.0,0.0,0,forest_absent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G002_007,2,7,22.1775,91.9675,109.9,donor_candidate,0.901,0.07,4.3,91,0.0,0.0,0,forest_absent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G002_008,2,8,22.1775,91.9765,109.74,donor_candidate,0.934,0.126,7.3,163,0.0,0.0,1,,0.01262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G002_009,2,9,22.1775,91.9855,109.58,donor_candidate,0.981,0.481,27.1,624,0.0,0.0,1,,0.01262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G002_010,2,10,22.1775,91.9945,109.43,donor_candidate,1.0,0.174,9.8,225,0.0,0.0,1,,0.01262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G002_011,2,11,22.1775,92.0035,109.29,donor_candidate,1.0,0.139,7.3,180,0.0,0.0,1,,0.01262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G002_012,2,12,22.1775,92.0125,109.15,donor_candidate,0.999,0.273,14.8,354,0.0,0.0,1,,0.01262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G002_013,2,13,22.1775,92.0215,109.03,donor_candidate,1.0,0.112,5.8,145,0.0069,0.0069,1,,0.01244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069,0.0,0.0,0.0,0.0
G002_014,2,14,22.1775,92.0305,108.91,donor_candidate,1.0,0.27,14.7,350,0.0057,0.0057,1,,0.01243,0.0,0.0,0.0,0.0,0.0,0.00571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G002_015,2,15,22.1775,92.0395,108.8,donor_candidate,0.996,0.145,8.4,188,0.0,0.0,1,,0.01262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G002_016,2,16,22.1775,92.0485,108.7,donor_candidate,0.999,0.012,1.2,16,0.0,0.0,0,forest_absent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G002_017,2,17,22.1775,92.0575,108.6,donor_candidate,1.0,0.049,2.9,63,0.0,0.0,0,forest_absent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
